trade_date,decile,ret,cum.ret,name
2000-02-14,1,0.0920781888254295,1.09207818882543,ROE
2000-02-14,2,0.0900145511845151,1.09001455118452,ROE
2000-02-14,3,0.0911709813850459,1.09117098138505,ROE
2000-02-14,4,0.089698145621233,1.08969814562123,ROE
2000-02-14,5,0.0950205235777526,1.09502052357775,ROE
2000-02-14,6,0.0916341028327178,1.09163410283272,ROE
2000-02-14,7,0.0938333163555955,1.0938333163556,ROE
2000-02-14,8,0.0930164801851717,1.09301648018517,ROE
2000-02-14,9,0.0921252701266225,1.09212527012662,ROE
2000-02-14,10,0.09269291929024,1.09269291929024,ROE
2000-02-14,10086,0.000614730464810559,1.00061473046481,ROE
2000-02-15,1,-0.000465127586620345,1.09157023313306,ROE
2000-02-15,2,-0.00181795263861173,1.08803295635506,ROE
2000-02-15,3,-0.00737615311362627,1.0831223371532,ROE
2000-02-15,4,-0.00186737367491344,1.0876632719905,ROE
2000-02-15,5,0.00861237846888247,1.104451254758,ROE
2000-02-15,6,0.00258566698151391,1.09445670508831,ROE
2000-02-15,7,0.0104784140909565,1.10529495479085,ROE
2000-02-15,8,0.00411505814313293,1.09751430655254,ROE
2000-02-15,9,-0.00188729469365951,1.0900641078995,ROE
2000-02-15,10,0.00599849536818042,1.09924743270545,ROE
2000-02-15,10086,0.00646362295480077,1.00708232680555,ROE
2000-02-16,1,0.0402589686740927,1.13551572495434,ROE
2000-02-16,2,0.0220882430971668,1.11206569279276,ROE
2000-02-16,3,0.0316228625915023,1.11737376599079,ROE
2000-02-16,4,0.0239137820851382,1.11367341445889,ROE
2000-02-16,5,0.0215002987983903,1.12819728674355,ROE
2000-02-16,6,0.0273638312163708,1.12440523363997,ROE
2000-02-16,7,0.0269122073335266,1.13504088177889,ROE
2000-02-16,8,0.017449908765476,1.11666583107068,ROE
2000-02-16,9,0.0101214697586779,1.10109715880263,ROE
2000-02-16,10,0.013105501860122,1.1136536219795,ROE
2000-02-16,10086,-0.0271534668139707,0.979736550265704,ROE
2000-02-17,1,-0.029675010126081,1.10181928431799,ROE
2000-02-17,2,-0.0261245504430938,1.08301347650537,ROE
2000-02-17,3,-0.0264287170097317,1.08784301093532,ROE
2000-02-17,4,-0.0147621618538819,1.09723318726228,ROE
2000-02-17,5,-0.0189070237742136,1.10686643382109,ROE
2000-02-17,6,-0.0392719962484672,1.0802475955227,ROE
2000-02-17,7,-0.0375952431440756,1.09236874384994,ROE
2000-02-17,8,-0.0392956948888242,1.07278567128015,ROE
2000-02-17,9,-0.0359347204220046,1.06152954024359,ROE
2000-02-17,10,-0.040162024855486,1.06892703753316,ROE
2000-02-17,10086,-0.010487014729405,0.969462038632131,ROE
2000-02-18,1,0.0158896191524439,1.11932677312062,ROE
2000-02-18,2,0.0131873912424266,1.09729559894086,ROE
2000-02-18,3,0.00476113873763746,1.09302238243515,ROE
2000-02-18,4,0.0187991544292517,1.11786024339452,ROE
2000-02-18,5,0.0299311830913287,1.13999625570943,ROE
2000-02-18,6,0.0192850151590441,1.10108018677788,ROE
2000-02-18,7,0.0187645135519386,1.11286651194763,ROE
2000-02-18,8,0.0280128569151339,1.10283746279033,ROE
2000-02-18,9,0.0149812037431005,1.0774325305653,ROE
2000-02-18,10,0.023822464957515,1.09439151442693,ROE
2000-02-18,10086,0.00793284580507112,0.977152631498469,ROE
2000-02-21,1,0.0116241635996741,1.13233801065287,ROE
2000-02-21,2,0.0216866131279682,1.12109222408211,ROE
2000-02-21,3,0.0240886689525695,1.11935183676338,ROE
2000-02-21,4,0.0231385929125338,1.14372595649953,ROE
2000-02-21,5,0.0258711351443994,1.169489252905,ROE
2000-02-21,6,0.0242477251303866,1.12777887649338,ROE
2000-02-21,7,-0.00311033291395995,1.10940512660667,ROE
2000-02-21,8,0.0132467355357432,1.11744645899882,ROE
2000-02-21,9,0.0189724998747211,1.09787411911647,ROE
2000-02-21,10,0.00936121614062756,1.10463634993595,ROE
2000-02-21,10086,-0.00226294745904649,0.974941386433919,ROE
2000-02-22,1,-0.0297575034606912,1.0986424583822,ROE
2000-02-22,2,-0.0349983000969065,1.08185590198738,ROE
2000-02-22,3,-0.0290554229380086,1.08682859572978,ROE
2000-02-22,4,-0.0323101178756698,1.10677203602757,ROE
2000-02-22,5,-0.0431204034647345,1.11906040447207,ROE
2000-02-22,6,-0.0284676366720031,1.09567367719101,ROE
2000-02-22,7,-0.0320239981142781,1.07387753892425,ROE
2000-02-22,8,-0.0371014008771484,1.07598762996476,ROE
2000-02-22,9,-0.0260938741486549,1.06922633002118,ROE
2000-02-22,10,-0.0220693652649025,1.08025772684433,ROE
2000-02-22,10086,0.00768813819578872,0.982436870545617,ROE
2000-02-23,1,-0.0201732175721774,1.07647930503522,ROE
2000-02-23,2,-0.0212268858270448,1.05889147027458,ROE
2000-02-23,3,-0.0220738263829047,1.06283812999967,ROE
2000-02-23,4,-0.0301003863490474,1.07345777014282,ROE
2000-02-23,5,-0.0348215115573949,1.08009302966432,ROE
2000-02-23,6,-0.0233775751116595,1.07005948350461,ROE
2000-02-23,7,-0.0203840956178702,1.05198751648894,ROE
2000-02-23,8,-0.0280946340868091,1.04575815121897,ROE
2000-02-23,9,-0.0185007804216162,1.04944480846845,ROE
2000-02-23,10,-0.0246062275632517,1.05367665939063,ROE
2000-02-23,10086,-0.0044330099910743,0.978081718082889,ROE
2000-02-24,1,0.0189739966926476,1.09690441980866,ROE
2000-02-24,2,0.0185290992726097,1.07851177544622,ROE
2000-02-24,3,0.0298241456623291,1.09453636920425,ROE
