trade_date,decile,ret,cum.ret,name
2004-03-03,7,-0.016159084407057,0.626524530804713,tol_mv
2004-03-03,8,-0.016022179987152,0.599695298524887,tol_mv
2004-03-03,9,-0.0185937292302583,0.667988503667582,tol_mv
2004-03-03,10,-0.0158546946087043,0.715153534509693,tol_mv
2004-03-03,10086,-0.00289510154811389,1.68924473128915,tol_mv
2004-03-04,1,0.0149010514207248,1.20352144543079,tol_mv
2004-03-04,2,0.0139638157941447,1.01451293316589,tol_mv
2004-03-04,3,0.0167174838204023,0.869688267518228,tol_mv
2004-03-04,4,0.010523747371455,0.853027132318356,tol_mv
2004-03-04,5,0.0108307724891501,0.834002193628263,tol_mv
2004-03-04,6,0.0080243944786512,0.721868063929714,tol_mv
2004-03-04,7,0.010792234403831,0.633286130400907,tol_mv
2004-03-04,8,0.00410050047408401,0.602154349380795,tol_mv
2004-03-04,9,0.00366673846231588,0.670437842806365,tol_mv
2004-03-04,10,0.0056980286752793,0.719228499856556,tol_mv
2004-03-04,10086,0.00920302274544553,1.70479088897382,tol_mv
2004-03-05,1,-0.00631142301808873,1.19592551247733,tol_mv
2004-03-05,2,-0.00323222786564315,1.01123379619326,tol_mv
2004-03-05,3,-0.00688028247604957,0.863704566571596,tol_mv
2004-03-05,4,-0.00684605715689335,0.847187259814124,tol_mv
2004-03-05,5,-0.00296310506140868,0.831530957507097,tol_mv
2004-03-05,6,-0.00579601464781479,0.717684106057388,tol_mv
2004-03-05,7,-0.00767988343994437,0.628422566735295,tol_mv
2004-03-05,8,-0.00767278288775931,0.597534149793076,tol_mv
2004-03-05,9,-0.00235813366761125,0.668856860757203,tol_mv
2004-03-05,10,-0.00499095486134713,0.715638862878778,tol_mv
2004-03-05,10086,-0.00132046815674161,1.70253976689103,tol_mv
2004-03-08,1,-0.0266732797397459,1.16402625673513,tol_mv
2004-03-08,2,-0.0274524099505662,0.983472991464293,tol_mv
2004-03-08,3,-0.0286489122051848,0.838960370272669,tol_mv
2004-03-08,4,-0.0276556292691502,0.823757763035157,tol_mv
2004-03-08,5,-0.0253985200426502,0.810411301816769,tol_mv
2004-03-08,6,-0.0279547950521026,0.697621393960402,tol_mv
2004-03-08,7,-0.0293883142929171,0.609954286835317,tol_mv
2004-03-08,8,-0.0176073178672868,0.58701317608111,tol_mv
2004-03-08,9,-0.0182341332254055,0.656660835649429,tol_mv
2004-03-08,10,-0.0174193589600481,0.703172892640532,tol_mv
2004-03-08,10086,-0.00925392077969785,1.68678459876394,tol_mv
2004-03-09,1,-0.0116948451417581,1.15041314992167,tol_mv
2004-03-09,2,-0.0135879962066786,0.970109564186905,tol_mv
2004-03-09,3,-0.014126381459451,0.827108896052835,tol_mv
2004-03-09,4,-0.010155690963398,0.815391933765072,tol_mv
2004-03-09,5,-0.0119764579664392,0.800705444925033,tol_mv
2004-03-09,6,-0.0118560282553536,0.689350375002068,tol_mv
2004-03-09,7,-0.0111963569307644,0.603125020928458,tol_mv
2004-03-09,8,-0.00683690486182649,0.582999822843605,tol_mv
2004-03-09,9,-0.00975409904226233,0.65025570082133,tol_mv
2004-03-09,10,-0.00366984444360815,0.700592357507579,tol_mv
2004-03-09,10086,-0.00802500069814994,1.67324815118123,tol_mv
2004-03-10,1,0.0239597574810375,1.17797676999679,tol_mv
2004-03-10,2,0.0218815626152771,0.99133707735934,tol_mv
2004-03-10,3,0.0229040176956988,0.846053012844299,tol_mv
2004-03-10,4,0.0231513383625513,0.834269348321762,tol_mv
2004-03-10,5,0.0228753254370088,0.819021842556878,tol_mv
2004-03-10,6,0.0237849492031925,0.705746538654694,tol_mv
2004-03-10,7,0.0236878399660014,0.617411749903703,tol_mv
2004-03-10,8,0.0229142146264488,0.596358805911425,tol_mv
2004-03-10,9,0.0233515522953014,0.665440180824377,tol_mv
2004-03-10,10,0.0229579957829048,0.716676553896774,tol_mv
2004-03-10,10086,0.00100176169813268,1.67492434709055,tol_mv
2004-03-11,1,0.0116762607352943,1.19173113390339,tol_mv
2004-03-11,2,0.0121807258878805,1.00341228256115,tol_mv
2004-03-11,3,0.0107337159290984,0.855134305545128,tol_mv
2004-03-11,4,0.0131890008883159,0.845272527497873,tol_mv
2004-03-11,5,0.0121642180278204,0.828984602819287,tol_mv
2004-03-11,6,0.0106079341122533,0.713233051436694,tol_mv
2004-03-11,7,0.00976593141208997,0.623441350706281,tol_mv
2004-03-11,8,0.0143072764498254,0.604891076210888,tol_mv
2004-03-11,9,0.0130421497728947,0.674118951327591,tol_mv
2004-03-11,10,0.0118727878449633,0.725185502574649,tol_mv
2004-03-11,10086,-0.000196527109668953,1.6745951790497,tol_mv
2004-03-12,1,-0.00372184963193933,1.1872956898213,tol_mv
2004-03-12,2,-0.00197719768763803,1.00142833811632,tol_mv
2004-03-12,3,-0.00594075398975795,0.850054163007682,tol_mv
2004-03-12,4,-0.00122547569048035,0.844236666563593,tol_mv
2004-03-12,5,-0.00389436183281235,0.825756236822079,tol_mv
2004-03-12,6,-0.00329678963134005,0.710881672107989,tol_mv
2004-03-12,7,-0.00463688323999357,0.620550525956072,tol_mv
2004-03-12,8,-0.000804787563461526,0.604404267395504,tol_mv
2004-03-12,9,-0.00248476680514334,0.672443922934614,tol_mv
2004-03-12,10,0.00191646826740864,0.726575297578319,tol_mv
2004-03-12,10086,-0.00563831789934796,1.66515327907751,tol_mv
2004-03-15,1,0.0144861556170776,1.20449503994754,tol_mv
2004-03-15,2,0.0189699080123575,1.02042534157135,tol_mv
2004-03-15,3,0.0180290598018222,0.865379840347335,tol_mv
2004-03-15,4,0.0167540321253602,0.858381034796607,tol_mv
2004-03-15,5,0.0174818551737979,0.840191987763063,tol_mv
2004-03-15,6,0.0217338979763265,0.726331901842824,tol_mv
2004-03-15,7,0.0190910562799552,0.632397490971655,tol_mv
2004-03-15,8,0.0164291694767295,0.614334127537004,tol_mv
2004-03-15,9,0.0205390878261672,0.68625530772594,tol_mv
2004-03-15,10,0.0256385680637867,0.745203647798746,tol_mv
2004-03-15,10086,-0.0111524124467091,1.64658280292224,tol_mv
2004-03-16,1,0.00720048961878984,1.21316799397856,tol_mv
2004-03-16,2,0.00683598415789581,1.02740095304065,tol_mv
2004-03-16,3,0.00533402246784791,0.86999579585897,tol_mv
2004-03-16,4,0.00567339560810447,0.863250969989502,tol_mv
2004-03-16,5,0.0075226325048199,0.846512443320498,tol_mv
2004-03-16,6,0.00709378405350698,0.73148434350567,tol_mv
2004-03-16,7,0.00335659110362034,0.634520190763803,tol_mv
2004-03-16,8,0.00661183144509105,0.618396001239245,tol_mv
2004-03-16,9,0.00640628569450874,0.690651655286606,tol_mv
2004-03-16,10,0.00676640411235267,0.750245996825752,tol_mv
2004-03-16,10086,0.000434085506437165,1.64729756065214,tol_mv
2004-03-17,1,0.00289847184136251,1.21668432724795,tol_mv
2004-03-17,2,0.00424877559825646,1.03176614913956,tol_mv
2004-03-17,3,0.00358917778535565,0.87311836544282,tol_mv
2004-03-17,4,0.00265868339345276,0.865546081007795,tol_mv
2004-03-17,5,0.00165351892709144,0.847912167667547,tol_mv
2004-03-17,6,0.00294407339067726,0.733637887097082,tol_mv
2004-03-17,7,0.000139900286447886,0.634608960320247,tol_mv
2004-03-17,8,0.000552176027758659,0.618737464686792,tol_mv
2004-03-17,9,0.00190963736399986,0.691970549493049,tol_mv
2004-03-17,10,-0.000415322480169493,0.749934402797613,tol_mv
2004-03-17,10086,0.00331379432153201,1.6527563659545,tol_mv
2004-03-18,1,-0.00879558950316311,1.20598287135055,tol_mv
2004-03-18,2,-0.0112783868627388,1.02012949135768,tol_mv
2004-03-18,3,-0.0175925068080792,0.857758024654508,tol_mv
2004-03-18,4,-0.0130603332768974,0.854241760723321,tol_mv
2004-03-18,5,-0.0161325869222854,0.834233150920187,tol_mv
2004-03-18,6,-0.0185918589285121,0.719998194995561,tol_mv
2004-03-18,7,-0.0161735353738,0.624345089851977,tol_mv
2004-03-18,8,-0.0139981589702583,0.610076279295251,tol_mv
2004-03-18,9,-0.0187550611934926,0.678992599493213,tol_mv
2004-03-18,10,-0.0202669838755727,0.734735494348377,tol_mv
2004-03-18,10086,0.0114713943724096,1.67171578602988,tol_mv
2004-03-19,1,0.0185514266992271,1.22835557418893,tol_mv
2004-03-19,2,0.015761586430261,1.03620835050577,tol_mv
2004-03-19,3,0.0178924376674661,0.873105406644408,tol_mv
2004-03-19,4,0.0147804997231581,0.866867880831202,tol_mv
2004-03-19,5,0.0164570298610471,0.847962150795956,tol_mv
2004-03-19,6,0.0179376988953527,0.732913305822589,tol_mv
2004-03-19,7,0.015896551384604,0.634270023654534,tol_mv
2004-03-19,8,0.0159990331170247,0.619836909891607,tol_mv
2004-03-19,9,0.0153060376183546,0.68938528576364,tol_mv
2004-03-19,10,0.0138442333923991,0.744907344013815,tol_mv
