month,skew,iskew,coskew,Max3d,Max5d,Max7d,ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pb,total_mv,circ_mv,pct_chg,isst,list_date,list_tenure
200001,-0.58845252,0.84972835,0.32276538,0.060575860999999995,0.054909948,0.048434213,000040.SZ,20000128,9.510000199999999,5.3744998,1.5,72.413597,3.8498001000000004,446583.28,272747.25,0.22589999,0,19940808,1999
200001,0.39762762,1.816976,-0.5659849,0.049119022000000005,0.040442344,0.032514218,000042.SZ,20000128,15.1,3.8069,2.52,33.661097999999996,3.0657001,361589.19,104687.46,0.054099999,0,19940921,1955
200001,0.5547474,0.3636567,-0.0058581415000000005,0.064192675,0.054876614000000004,0.04438417,000048.SZ,20000128,49.799999,2.0450001,1.25,349.53201,19.763201000000002,1410165.3,371288.88,0.29609999,0,19941101,1914
200001,0.57360822,0.79228383,-0.30120048,0.061295777999999995,0.050137099000000004,0.041718256,000049.SZ,20000128,8.9399996,2.8778999,0.94999999,41.234798,5.7371998,122325.27,39982.875,0.066799998,0,19950320,1775
200001,-0.13933854,0.58872372,-0.54234821,0.04890237,0.043400634,0.038785368,000050.SZ,20000128,17.799999,2.9751999,0.81999999,72.413002,6.0289998,206960.59,30153.199,0.13339999,0,19950315,1780
200001,-0.20029629999999998,-0.75199378,-0.46054679,0.033381522000000004,0.030035004,0.023671118999999997,000055.SZ,20000128,14.02,2.9388001,2.3800001,62.501499,4.2027000999999995,415552.81,58884.0,-0.0014,0,19960415,1383
200001,0.22017354,-0.16553602,-0.23076938,0.085847214,0.072373152,0.063018829,000056.SZ,20000128,9.1899996,5.0299001,1.77,856.6633300000001,4.8038998,203008.19,50749.27,0.2366,0,19960708,1299
200001,0.56090081,0.85210383,-0.74645007,0.092088245,0.080817319,0.066623122,000058.SZ,20000128,30.879998999999998,6.0212997999999995,1.11,134.42931000000002,13.3265,1894263.0,136058.05,0.44409999,0,19961226,1128
200001,0.48966014,1.2238868,-0.50583756,0.050717070999999996,0.040908493,0.033928625,000059.SZ,20000128,5.0300002,0.74430001,0.76999998,131.2878,1.9209,333602.28,85007.0,0.035300002000000004,0,19970130,1093
200001,0.080410101,0.73450679,-0.34514320000000004,0.091446005,0.073898837,0.06055636,000060.SZ,20000128,10.8,2.6213,0.64999998,71.566002,2.7504001000000002,311040.0,147744.0,0.22149999,0,19970123,1100
200001,1.1698666000000002,1.321988,-0.27759555,0.080929689,0.060062199999999996,0.049573898,000061.SZ,20000128,21.5,2.5881,0.60000002,42.280102,5.1687002,276153.69,145774.47,0.34099999,0,19970110,1113
200001,0.29128969,1.5069413999999999,-0.47310746,0.074683502,0.062588543,0.052454895999999994,000062.SZ,20000128,22.83,4.2371998,0.81999999,48.2747,5.3962997999999995,617323.19,293228.5,0.1473,0,19970130,1093
200001,0.34445575,1.9053118999999998,-0.48152319,0.069613442,0.055270102,0.046197847,000063.SZ,20000128,32.709998999999996,6.2447,3.27,35.9109,10.7043,1126859.5,340184.0,0.1407,0,19971118,801
200001,0.18984184,1.7288038000000001,-0.5364098,0.040766191,0.033923503,0.02862294,000065.SZ,20000128,14.12,2.9495001,0.87,86.711304,8.930399900000001,112960.0,28240.0,0.066600002,0,19980605,602
200001,0.05723425,-0.29563662,-0.39661837,0.07830527400000001,0.06496945,0.055745820999999994,000066.SZ,20000128,31.950001,6.5906,1.6,48.232498,10.6134,921952.38,331449.31,0.27880001,0,19970626,946
200001,0.16282418,2.0488619999999997,-0.61787784,0.073371887,0.059405848,0.05109768,000069.SZ,20000128,10.08,2.8399,1.21,47.216099,5.2185001,348364.81,90720.0,0.2157,0,19970910,870
200001,0.63245243,1.8445417000000002,-0.41836992,0.074677169,0.060476098,0.047800981,000078.SZ,20000128,20.9,5.0588999,1.0599999,122.1238,15.7256,319352.0,79838.0,0.13959999,0,19981218,406
200001,-0.45343769,-0.19368118,-0.60025501,0.038225815,0.035244524,0.030971352,000088.SZ,20000128,8.3599997,1.3738,1.4400001,38.483601,3.4435998999999997,489060.0,104500.0,0.0436,0,19970728,914
200001,0.07844812400000001,1.2215998,-0.52960807,0.039719738,0.031890682999999996,0.027252331,000089.SZ,20000128,15.95,3.7702,1.79,57.445099,6.2080998,717750.0,239250.0,0.0244,0,19980420,648
200001,0.019307623,0.78504449,-0.67105681,0.054821659,0.042283792,0.03549118,000400.SZ,20000128,25.98,2.2421999,0.81999999,55.5849,6.957600099999999,614219.19,233820.0,0.1152,0,19970418,1015
200001,-0.48976722,0.57914603,-0.63407195,0.027947765,0.022571826,0.017809618,000401.SZ,20000128,5.1100001,1.077,1.41,29.9655,3.0360999,416159.22,81276.602,-0.0285,0,19960614,1323
200001,0.22204554,0.73254442,-0.65351838,0.076930098,0.064012073,0.051658243,000402.SZ,20000128,25.59,4.2219,0.87,405.0249,12.1761,201371.55,69093.0,0.15899999,0,19960626,1311
200001,0.64048553,1.2718556,-0.46918955,0.05695404900000001,0.044208813,0.035773378,000403.SZ,20000128,18.379998999999998,2.3926001,0.69999999,101.2812,5.546100099999999,241002.84,113496.5,0.18340001,0,19960628,1309
200001,-0.27063531,0.83906913,-0.59074199,0.043428670999999995,0.037020832000000004,0.032183599,000404.SZ,20000128,7.5,1.5645,1.22,38.7728,3.7677,177938.09,53235.0,0.083800003,0,19960619,1318
200001,1.158558,0.89112651,-0.26527122,0.050449215,0.036856774,0.029146405,000407.SZ,20000128,8.199999799999999,1.8395,0.88,41.3092,5.0697999000000005,178596.0,84870.0,0.031399999,0,19960703,1304
200001,-0.49010482,0.72662354,-0.61894208,0.044460211,0.038613025,0.033588964,000408.SZ,20000128,11.16,3.8741,2.1199999,37.057598,3.7715001000000004,115867.59,34484.398,0.09510000099999999,0,19960628,1309
200001,0.63005024,1.2563673999999998,-0.42575803,0.071809523,0.057425107999999996,0.045090251,000409.SZ,20000128,13.19,8.290599799999999,3.6700001,663.85388,8.012599900000001,226042.5,99289.664,0.1197,0,19960627,1310
200001,-0.09081223599999999,1.2635723,-0.19845097,0.052381091,0.039800689,0.032804158,000410.SZ,20000128,6.079999900000001,1.9172,1.1799998999999999,48.968601,2.0646,207278.94,82306.664,0.059099998,0,19960718,1289
200001,0.44255531,1.9209857,-0.52932525,0.035309359,0.028573481,0.024805151,000417.SZ,20000128,15.5,1.8282,1.1799998999999999,29.395599,2.8555,116875.94,36270.0,0.057300000999999996,0,19960812,1264
200002,0.00093966536,0.39315209,0.57041699,0.10010909,0.088815592,0.070143521,000002.SZ,20000229,14.83,13.3327,1.58,46.301998,4.5139999,935731.38,591289.69,0.4057,0,19910129,3318
200002,0.55687523,0.5725255,0.90030479,0.06430254099999999,0.046907604000000006,0.034530826,000005.SZ,20000229,8.5799999,5.299099900000001,2.1300001,37.061501,4.3887,444459.0,210750.13,0.039999999,0,19901210,3368
200002,0.26260477,0.74012285,0.68846989,0.06553010599999999,0.056385022,0.041745245,000006.SZ,20000229,11.53,2.5813,1.91,24.8008,2.5534999,292391.16,181951.52,0.0491,0,19920427,2864
200002,-0.60748082,0.11517158,0.43452743,0.084413357,0.066569678,0.052473832000000005,000007.SZ,20000229,10.71,2.6598001,0.81999999,43.061401000000004,4.2852998,153788.81,85209.789,0.1591,0,19920413,2878
200002,0.53932738,0.94357967,0.58043617,0.09094083300000001,0.065843962,0.050978422,000010.SZ,20000229,8.5299997,10.839,5.04,53.608897999999996,7.047500099999999,125405.88,42224.246,0.20479999,0,19951027,1586
200002,0.19531035,0.58941871,0.83911842,0.09069597,0.066676952,0.052086823,000011.SZ,20000229,7.23,4.8315000999999995,3.2,305.061,7.087699900000001,391720.81,66075.906,0.14219999,0,19920330,2892
200002,0.51921231,1.1391461999999999,0.76207715,0.086165875,0.065448485,0.050911911,000012.SZ,20000229,6.3400002,6.3821997999999995,4.7399998,272.616,2.2121,429202.41,67943.242,0.2579,0,19920228,2923
200002,0.39801493,-0.54864895,0.80855554,0.049704105,0.038874857,0.026282833999999998,000016.SZ,20000229,17.68,3.4298998999999997,2.26,22.545,4.3859,967556.25,360348.47,-0.0038999999,0,19920327,2895
200002,-0.85469371,-0.18712041,0.098536931,0.097689681,0.087124921,0.075011723,000019.SZ,20000229,21.110001,5.8400002,0.77999997,106.956,11.7286,351919.91,64870.18,0.44389999,0,19921012,2696
200002,0.13708089,-0.02295761,0.73327863,0.081220217,0.058752108,0.040541425,000021.SZ,20000229,29.43,3.1733,1.17,47.686501,9.976900099999998,2157019.3,539528.19,0.0024000001000000003,0,19940202,2218
200002,-2.244565,-2.0222356,0.15483259,0.10012886,0.09346511199999999,0.080265723,000023.SZ,20000229,22.01,17.9095,0.69999999,119.8463,9.5382996,305402.47,101666.88,0.44409999,0,19930429,2497
200002,-0.051262222,0.078246176,0.56453788,0.09973397099999999,0.080936365,0.06673301,000025.SZ,20000229,10.6,14.6301,2.71,105.4756,7.772999799999999,233498.5,36351.215,0.3538,0,19930621,2444
200002,0.61213046,0.27882206,0.94549215,0.059398871,0.047065437,0.031621996,000026.SZ,20000229,9.569999699999999,4.0454001,2.5599998999999998,46.702,3.8843998999999996,238597.33,58137.75,0.0138,0,19930603,2462
200002,0.18032825,1.5379078000000002,0.48713829999999997,0.090307645,0.073583089,0.053312032999999995,000027.SZ,20000229,9.1899996,1.5844001,1.22,31.4233,4.7623,833180.31,268421.16,0.1248,0,19930903,2370
200002,-0.52850598,0.43626705,0.12872039,0.10012886,0.092842996,0.078253374,000028.SZ,20000229,15.65,4.171299899999999,0.72000003,177.4433,7.134399900000001,250529.89,47719.98,0.2401,0,19930809,2395
200002,0.48037854,0.37559327,0.86732805,0.063262403,0.045590989000000005,0.036865979,000031.SZ,20000229,5.3600001,4.3744001,3.9200001,94.5233,2.1958001,249938.08,75395.102,0.1052,0,19931008,2335
200002,-0.30120713,0.55995262,0.27093732,0.094025545,0.087838128,0.071377315,000032.SZ,20000229,24.309998999999998,4.839099900000001,0.91000003,175.0322,10.7563,318003.97,88245.305,0.09650000199999999,0,19931028,2315
200002,-0.46854785,0.20283227,0.3273423,0.09841729,0.08790945300000001,0.07483013,000035.SZ,20000229,45.27,2.3766999,0.54000002,217.1277,19.763201000000002,524621.38,97104.148,0.29600000000000004,0,19940408,2153
200002,0.95127589,0.67893952,1.162081,0.072454929,0.05195538,0.03497047,000036.SZ,20000229,8.760000199999999,3.5487001000000005,0.93000001,29.056801,2.8520999,209980.17,103468.74,0.1202,0,19940617,2083
200002,0.13544634,0.18743892,0.65179843,0.060472578,0.045660131,0.030537197000000002,000037.SZ,20000229,10.53,4.5588002,1.48,46.898499,5.9626999000000005,375289.19,35443.98,0.044599999,0,19940701,2069
200002,0.99327332,-0.18805259,1.1591446,0.043748043,0.029291207000000003,0.019250704,000039.SZ,20000229,18.26,1.7132,1.42,25.2766,3.8203001000000003,621207.75,84401.695,-0.0162,0,19940408,2153
200002,-0.6645965,0.10378428,0.23685448,0.10012886,0.09346511199999999,0.080265723,000040.SZ,20000229,13.23,10.8374,1.0700001000000001,100.7394,5.3557,621272.0,379437.03,0.38530001,0,19940808,2031
200002,0.38861373,0.09036313,1.0335299,0.040398817999999996,0.032992989,0.021690417000000004,000042.SZ,20000229,15.1,2.9488001,1.76,33.661097999999996,3.0657001,361589.19,104687.46,0.0073000002,0,19940921,1987
200002,0.59350061,0.69184566,0.77641082,0.082283534,0.061387125,0.050528015999999995,000049.SZ,20000229,10.95,6.566800099999999,2.5799999,50.505699,7.027100099999999,149827.92,48972.312999999995,0.22480001,0,19950320,1807
200002,-0.11047693,1.6210452,0.43568525,0.086118475,0.068184793,0.049360059000000005,000050.SZ,20000229,18.68,2.8004999,0.85000002,75.992897,6.3270998,217192.36,31643.92,0.0471,0,19950315,1812
200002,0.097069331,1.2370222,0.51402509,0.079975508,0.057904739000000004,0.042922657,000055.SZ,20000229,16.139999,2.5924001,1.4299998999999999,71.95259899999999,4.8382001,478389.59,67788.0,0.152,0,19960415,1415
200002,-0.54542869,0.59606224,0.48364195,0.09885261199999999,0.08810561900000001,0.073959082,000056.SZ,20000229,11.21,5.217999900000001,0.73000002,1044.9615,5.8597999000000005,247630.23,61904.168,0.2185,0,19960708,1331
200002,-0.21649125,0.42658049,0.36427316,0.061450239000000004,0.048840482000000005,0.034649562,000058.SZ,20000229,27.41,2.2802999,0.93000001,119.3234,11.829,1681403.8,120769.14,-0.1109,0,19961226,1160
200002,0.37653649,0.46658766,0.54849112,0.097502105,0.071820624,0.053777128,000059.SZ,20000229,6.079999900000001,2.9696,3.26,38.051398999999996,2.6003001,403240.94,102752.0,0.2184,0,19970130,1125
200002,0.72679877,1.6634246,0.72243816,0.068796888,0.045996431,0.028775845,000060.SZ,20000229,10.79,1.851,1.34,71.499702,2.7479,310752.0,147607.2,-0.0019,0,19970123,1132
200002,-0.71142584,-0.11448856,0.398671,0.07723121299999999,0.063695684,0.051619612,000061.SZ,20000229,26.02,4.0036998,0.98000002,51.168701,6.2554002,334210.19,176421.02,0.2097,0,19970110,1145
200002,0.15835087,0.087034352,0.95652437,0.057273719,0.035160325,0.023120428999999998,000062.SZ,20000229,21.18,2.1633,1.1799998999999999,44.785702,5.0063,572707.19,272035.91,-0.071900003,0,19970130,1125
200002,0.13143253,-0.19427225,0.73502868,0.079495087,0.063803531,0.041911189,000063.SZ,20000229,33.189999,2.8102,1.26,36.437901000000004,10.8614,1143395.5,345176.0,0.0134,0,19971118,833
200002,0.21214649,0.77784675,0.69666737,0.06345432299999999,0.047345702,0.034786172000000004,000065.SZ,20000229,15.0,3.8729998999999995,1.3099999,72.850502,9.0735998,120000.0,30000.0,0.0638,0,19980605,634
200002,0.22341368,-0.13689768,0.66904128,0.086723492,0.059867613,0.042856835,000066.SZ,20000229,33.470001,2.6731,1.0700001000000001,50.5271,11.1183,965813.69,347217.78,0.0469,0,19970626,978
200002,0.80047923,0.10224965,0.94044143,0.080105007,0.054690287000000004,0.039689902,000069.SZ,20000229,11.03,10.9358,5.8099999,51.666000000000004,5.7103,381196.81,99270.0,0.093199998,0,19970910,902
200002,-0.0012434339,0.35145643,0.84352624,0.080049507,0.061793062999999995,0.043720394,000078.SZ,20000229,21.889999,5.6174998,0.57999998,107.6638,16.337,334479.19,83619.797,0.047400001,0,19981218,438
200002,0.72094536,0.87070507,1.0608361000000002,0.05768171,0.04427693,0.029862041000000002,000088.SZ,20000229,8.8000002,2.4459,1.39,40.509102,3.6248,514800.0,110000.0,0.051399997999999995,0,19970728,946
200002,-0.48120969999999996,0.0027081049,0.22608057,0.10012886,0.08740557,0.067183703,000089.SZ,20000229,19.42,3.8866,0.74000001,69.942596,7.558700099999999,873900.0,291300.0,0.2168,0,19980420,680
200002,0.61846155,0.67993659,0.85106611,0.063823625,0.048716865,0.030331651,000400.SZ,20000229,25.110001,4.5762,1.02,53.723499,6.724599799999999,593650.63,225990.0,-0.032400001,0,19970418,1047
200002,1.4986993,0.55756462,1.2976979,0.055055492000000004,0.040407032,0.029133655,000401.SZ,20000229,5.7600002,3.9558001000000003,3.1300001,44.466599,3.5824001000000005,469095.34,91615.109,0.12720001,0,19960614,1355
200002,0.36586994,0.21901357,0.61063522,0.093396895,0.06751207299999999,0.04637887,000403.SZ,20000229,17.959999,5.724,1.16,98.966904,5.4193001,235495.7,110903.0,-0.023399998999999998,0,19960628,1341
200002,-0.29659092,0.82558924,0.4386749,0.09413473300000001,0.078322001,0.059813064000000006,000404.SZ,20000229,8.3400002,2.9177001000000002,0.77999997,43.115398,4.1897001000000005,197867.17,59197.32,0.11199999999999999,0,19960619,1350
200002,-0.96827012,0.09126172199999999,0.38757914,0.099323682,0.087963142,0.075011753,000407.SZ,20000229,11.17,5.5030999000000005,0.81,44.066399,6.602399799999999,243282.59,115609.5,0.36390001,0,19960703,1336
200002,-0.38196504,-0.076873891,0.49128163,0.09663136300000001,0.082267582,0.068004139,000408.SZ,20000229,14.53,8.6583004,1.0,48.247898,4.910399900000001,150856.27,44897.699,0.3008,0,19960628,1341
200002,0.25728616,0.4663069,0.75552547,0.083670177,0.056394901,0.0396793,000409.SZ,20000229,13.73,6.536600099999999,3.1199999,691.03223,8.3406,235296.7,103354.59,0.040899999,0,19960627,1342
200002,0.97135442,1.1480691,1.1512151000000002,0.052523129,0.039290838,0.027501132,000410.SZ,20000229,6.52,3.2430000000000003,2.1400001,52.512402,2.214,222279.39,88263.06300000001,0.070600003,0,19960718,1321
200002,-0.29366833,-0.27630459999999996,0.65958261,0.086747386,0.071129471,0.053801975999999994,000417.SZ,20000229,18.17,3.1530001,1.1799998999999999,32.197601,3.2572999,137008.77,42517.801,0.1723,0,19960812,1296
200003,-0.69784415,0.71280646,-0.66570044,0.04600383,0.038208927999999996,0.031770315,000002.SZ,20000331,12.69,1.7905,0.82999998,34.943501,3.8255999,800703.38,505965.38,-0.1443,0,19910129,3349
200003,0.65211737,1.1253661,-0.52071697,0.065745741,0.052088317,0.04209245,000005.SZ,20000331,8.9799995,2.8148,0.43000001,38.789299,4.593299900000001,465179.72,220575.3,0.046599999,0,19901210,3399
200003,-0.22540059999999998,0.56511164,-0.71318114,0.042733267000000005,0.034016825,0.029389035,000006.SZ,20000331,11.2,1.1821001,0.69999999,24.090999999999998,2.4804001,284022.63,176743.88,-0.0286,0,19920427,2895
200003,-0.060778003,0.73753148,-0.6996929000000001,0.099511981,0.088486649,0.080265723,000007.SZ,20000331,13.05,4.6454,0.57999998,1188.5548,6.4710002,187389.73,103827.05,0.2185,0,19920413,2909
200003,0.069332324,0.19160515,-0.3654111,0.081966996,0.071691938,0.062775195,000010.SZ,20000331,9.8900003,4.1991,0.60000002,62.1562,8.171199799999998,145400.25,48956.363,0.1594,0,19951027,1617
200003,0.32665613,1.3635191999999998,-0.23864223,0.08786574800000001,0.074570604,0.06484156099999999,000011.SZ,20000331,8.4399996,2.1352999,0.37,356.11551000000003,8.2739,457278.5,77134.258,0.1674,0,19920330,2923
200003,1.2098753,1.9878360000000002,-0.51061702,0.051761735,0.037302002,0.030599959,000016.SZ,20000331,17.610001,1.4516,0.93000001,22.455799,4.3685002,963725.44,358921.75,-0.0040000002,0,19920327,2926
200003,-0.61735278,-0.055924997000000004,-0.76996261,0.04119258,0.035010743999999996,0.031508699,000019.SZ,20000331,17.719998999999998,3.4820001000000005,0.80000001,89.780197,9.8451004,295406.03,54452.848,-0.16060001,0,19921012,2727
200003,-0.63081795,-0.25786367,-0.72046036,0.027675021,0.023498526000000002,0.020135898,000021.SZ,20000331,27.73,1.1670001,0.76999998,44.9319,9.4006004,2032420.8,508362.75,-0.057799999000000005,0,19940202,2249
200003,0.11594493,0.27325195,-0.5258316999999999,0.064021498,0.048932672,0.039457094,000023.SZ,20000331,16.299999,2.405,0.60000002,88.754799,7.063799900000001,226172.67,75291.695,-0.25940001,0,19930429,2528
200003,-0.19399668,-0.15009218,-0.58121586,0.09346734699999999,0.08343903700000001,0.07244586900000001,000025.SZ,20000331,14.45,4.9152002,0.40000001,143.7852,10.5962,318306.91,49554.254,0.36320001,0,19930621,2475
200003,-0.09114618599999999,0.68370622,-0.56729752,0.071709864,0.062056728,0.055489387,000026.SZ,20000331,12.28,12.0881,1.58,59.926899,4.9843998,306162.5,74601.0,0.2832,0,19930603,2493
200003,-0.19999538,0.92309552,-0.73685789,0.04898717599999999,0.042082198,0.037310328,000027.SZ,20000331,9.1899996,0.96600002,0.76999998,28.5853,5.054500099999999,833180.31,268421.16,0.0,0,19930903,2401
200003,-0.24504909,0.15032601,-0.78413761,0.09715122699999999,0.090747856,0.080265723,000028.SZ,20000331,26.82,4.2646999,0.95999998,208.56911000000002,12.5656,429342.59,81779.547,0.44409999,0,19930809,2426
200003,0.28649515,0.67595828,-0.19137937,0.10012886,0.082882166,0.070437364,000031.SZ,20000331,6.9099998,3.4914998999999995,0.57999998,121.8575,2.8308001,322214.94,97197.789,0.28920001,0,19931008,2366
200003,0.43730929,2.0599328999999997,-0.60609871,0.057716567,0.045009479000000005,0.037042327,000032.SZ,20000331,24.0,4.967999900000001,0.88999999,172.8002,10.6192,313948.81,87120.008,-0.0128,0,19931028,2346
200003,0.16617325,0.33237901,-0.9704141,0.060924117,0.045782074000000006,0.037070904,000035.SZ,20000331,31.280001000000002,3.5618,0.47,150.02768999999998,18.071899,362495.16,67095.602,-0.30899999,0,19940408,2184
200003,0.4548167,0.34677005,0.20815498,0.10012626,0.090865754,0.080265723,000036.SZ,20000331,13.48,4.1893001000000005,0.52999997,44.713001,4.3888001,323120.16,159219.02,0.44409999,0,19940617,2114
200003,0.050785456,1.0025713,-0.21320803,0.088665359,0.08253786,0.076228268,000037.SZ,20000331,13.72,3.8873998999999997,0.75,42.0919,8.2313004,488980.81,46181.52,0.30289999,0,19940701,2100
200003,-0.65217477,0.069696091,-0.71963382,0.027070097999999997,0.024205636000000003,0.021789521000000003,000039.SZ,20000331,18.85,1.6358,0.79000002,26.093398999999998,3.9438,641279.63,87128.805,0.032299998999999996,0,19940408,2184
200003,0.10478430000000001,1.782668,-0.57891721,0.074852787,0.056910109,0.043000504,000040.SZ,20000331,11.89,2.6041,1.0,90.53600300000001,4.8132,558346.5,341005.75,-0.1013,0,19940808,2062
200003,1.1782428999999999,2.4327891,-0.46507853,0.057873808,0.046050809000000005,0.039553814,000042.SZ,20000331,16.389999,2.0351,0.56,36.5368,3.3276,392479.94,113630.95,0.0854,0,19940921,2018
200003,0.66239876,0.67350316,-0.14102377,0.011709858,0.0076022255,0.005212334,000048.SZ,20000331,66.980003,0.1426,0.31,470.11349,19.763201000000002,1896643.9,499376.09,-0.1114,0,19941101,1977
200003,0.18817165,0.32157984,-0.2259884,0.07790555099999999,0.064957082,0.05613916,000049.SZ,20000331,12.26,9.4912004,1.55,85.373802,7.383999799999999,167752.55,54831.098,0.1196,0,19950320,1838
200003,-0.25773719,0.77591443,-0.66708148,0.041090816,0.037220772,0.032231636,000050.SZ,20000331,18.52,1.9764,0.77999997,75.342003,6.272900099999999,215332.05,31372.881,-0.0086000003,0,19950315,1843
200003,0.49279353,1.7638102,-0.55520344,0.065470986,0.054220445,0.047163174,000055.SZ,20000331,20.0,13.1038,4.369999900000001,89.1605,5.9952002,592800.0,84000.0,0.2392,0,19960415,1446
200003,-0.7876751999999999,0.42198071,-0.67526501,0.04241138,0.038698729,0.035116273999999996,000056.SZ,20000331,10.92,2.1561999,0.91000003,1017.9286,5.7082,241224.09,60302.723,-0.025900001000000002,0,19960708,1362
200003,-0.21929944,0.28335741,-0.71271276,0.082951829,0.074291654,0.058471765,000058.SZ,20000331,35.0,14.6418,1.63,146.59958999999998,15.1921,2146995.0,154210.88,0.27689999,0,19961226,1191
200003,-0.3641665,1.7460761000000002,-0.49425843,0.042439964000000004,0.036890499,0.032053106,000059.SZ,20000331,6.3499999,1.2787,0.67000002,39.741199,2.7158,421148.0,107315.0,0.044399999,0,19970130,1156
200003,0.13044532,0.67556179,-0.65214157,0.059290885999999994,0.050046802,0.043305092,000060.SZ,20000331,13.02,5.312900099999999,0.87,86.276703,3.3158,374976.0,178113.59,0.2067,0,19970123,1163
